City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
328,Poli,TZ,63.21,overcast clouds,-3.3333,36.8,Urafiki House
330,Port-Cartier,CA,53.82,scattered clouds,50.0334,-66.8654,Le Q'Artier
333,Campbellsville,US,54.16,overcast clouds,37.3434,-85.3419,"Holiday Inn Express Campbellsville, an IHG Hotel"
336,Macusani,PE,48.96,broken clouds,-14.0833,-70.4333,"Hospedaje ""Arca de Noe"""
338,Totness,SR,79.47,overcast clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
339,Brigantine,US,54.01,light rain,39.4101,-74.3646,Legacy Vacation Resort Brigantine Beach
342,Anahuac,MX,69.3,overcast clouds,27.2333,-100.15,Rancho Guadalupe
343,Isla Vista,US,63.61,scattered clouds,34.4133,-119.861,Best Western Plus South Coast Inn
344,Klaksvik,FO,52.72,broken clouds,62.2266,-6.5889999999999995,Airbnb rooms
345,Miri,MY,77.14,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
347,Atbasar,KZ,70.12,clear sky,51.8,68.3333,"The Ritz-Carlton, Astana"
350,Antsohihy,MG,77.67,clear sky,-14.8796,47.9875,Hotel de Ville
351,Paka,MY,75.13,overcast clouds,4.6374,103.4368,RUMBIA RESORT VILLA
352,La Rioja,ES,76.78,light rain,42.25,-2.5,Casa Concejos
353,Ayr,GB,65.21,few clouds,55.4627,-4.6339,Mercure Ayr Hotel
354,Port Macquarie,AU,52.9,overcast clouds,-31.4333,152.9167,Rydges Port Macquarie
355,Yagodnoye,RU,35.28,broken clouds,62.55,149.6667,Гостевой дом
356,Hay River,CA,53.58,few clouds,60.8156,-115.7999,Ptarmigan Inn
358,Sorrento,IT,77.27,scattered clouds,40.626,14.3744,Hilton Sorrento Palace
359,Mercedes,AR,54.86,clear sky,-34.6515,-59.4307,Posada del Inti Centro
360,Qax,AZ,79.79,clear sky,41.4225,46.9242,El Resort Hotel
361,Saint John,CA,54.18,broken clouds,45.2727,-66.0677,Delta Hotels by Marriott Saint John
362,Esperance,AU,63.84,moderate rain,-33.8667,121.9,Hospitality Esperance
364,Adrian,US,57.58,clear sky,41.8975,-84.0372,"Holiday Inn Express Adrian, an IHG Hotel"
365,Coffs Harbour,AU,57.16,overcast clouds,-30.3,153.1333,Aquajet Motel
366,Huarmey,PE,67.33,overcast clouds,-10.0681,-78.1522,Hotel Miramar
367,Pingliang,CN,68.05,broken clouds,35.5392,106.6861,North Gate Hostel
368,Waingapu,ID,75.04,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
369,Vryburg,ZA,66.36,clear sky,-26.9566,24.7284,Times Premier Lodge
370,Ponta Delgada,PT,65.12,broken clouds,37.7333,-25.6667,Vila Nova Hotel
372,Alice Springs,AU,44.15,clear sky,-23.7,133.8833,Desert Palms Alice Springs
374,Marawi,PH,75.65,broken clouds,7.9986,124.2928,Derogongan Residence
375,Quickborn,DE,65.89,few clouds,53.7333,9.9,ibis budget Hamburg Quickborn
377,Comodoro Rivadavia,AR,46.26,clear sky,-45.8667,-67.5,Austral Hotel
378,Kushima,JP,64.56,overcast clouds,31.4583,131.2333,Hanaoka
379,Kupang,ID,76.93,scattered clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
384,Payo,ID,73.06,light rain,-3.7508,103.6372,Mess keban agung
385,Wanaka,NZ,43.7,overcast clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
387,Dolores,AR,49.69,clear sky,-36.3132,-57.6792,Apart Hotel - Arianos
388,Leh,IN,55.26,few clouds,34.1667,77.5833,Hotel Ladakh Greens
389,Vestmannaeyjar,IS,49.19,broken clouds,63.4427,-20.2734,Glamping & Camping
390,Berlevag,NO,39.65,overcast clouds,70.8578,29.0864,Kvitbrakka
392,Saint-Andre-Avellin,CA,59.72,few clouds,45.7168,-75.066,Auberge Petite-Nation
394,Broome,US,47.64,overcast clouds,42.2506,-75.833,Chenango Valley State Park
395,Salacea,RO,66.52,overcast clouds,47.4667,22.3167,Băile Herculane
397,Calbuco,CL,45.61,light rain,-41.768,-73.1273,Hotel Colonial
398,Grand Gaube,MU,76.37,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
399,Atherton,GB,69.35,overcast clouds,53.5237,-2.4935,The Lion Inn
400,Namatanai,PG,79.63,overcast clouds,-3.6667,152.4333,Namatanai Hotel
402,Qingdao,CN,65.8,light rain,36.0986,120.3719,东晖国际大酒店餐厅
405,Tobermory,CA,58.3,clear sky,45.2501,-81.6665,Escarpment Heights Motel
407,Brighton,GB,70.95,clear sky,50.8284,-0.1395,Jurys Inn Brighton
410,Surt,LY,76.71,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
411,Namie,JP,66.96,scattered clouds,37.4833,141.0,いこいの村なみえ
413,Shimoda,JP,70.16,scattered clouds,34.6667,138.95,Shimoda Tokyu Hotel
414,Matagami,CA,50.11,clear sky,49.7502,-77.6328,Hôtel Matagami
416,Atyashevo,RU,70.36,broken clouds,54.5644,46.0691,Motel Atyshevo
417,Slave Lake,CA,55.38,clear sky,55.2834,-114.76899999999999,Super 8 by Wyndham Slave Lake AB
419,Tigil,RU,36.43,broken clouds,57.8,158.6667,Tigil'
421,Severo-Kurilsk,RU,39.24,broken clouds,50.6789,156.125,Kak Doma
422,Esil,KZ,73.18,few clouds,51.9556,66.4042,Egorkino Hotel
425,Guerrero Negro,MX,62.46,overcast clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
426,Bow Island,CA,57.22,overcast clouds,49.8668,-111.3684,Pleasant View Lodge
428,Ancud,CL,47.43,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
430,Son La,VN,78.82,overcast clouds,21.3167,103.9,Galaxy Grand Hotel
431,Oktyabrskiy,RU,69.42,light rain,54.4815,53.471000000000004,Уязы-Тау гостиница
432,Ichinohe,JP,56.34,broken clouds,40.2069,141.3017,鳥越旅館
433,Copiapo,CL,58.69,clear sky,-27.3667,-70.3333,San Francisco de La Selva
434,Luau,AO,79.68,clear sky,-10.7073,22.2247,Casa- Bernardo Cândido
435,College,US,40.21,broken clouds,64.8569,-147.8028,Pike's Waterfront Lodge
436,Talara,PE,72.36,overcast clouds,-4.5772,-81.2719,Hostal Oro Negro
442,Talcahuano,CL,51.48,light rain,-36.7167,-73.1167,Hotel Terramar
443,Rio Grande,BR,66.31,few clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
444,Flin Flon,CA,48.04,overcast clouds,54.7682,-101.865,Victoria Inn Flin Flon
446,Kizukuri,JP,60.94,overcast clouds,40.8061,140.3861,Hotel memory
448,Doncaster,GB,69.78,few clouds,53.5233,-1.1369,The Regent Hotel
449,Isangel,VU,70.14,broken clouds,-19.55,169.2667,Tanna Lodge
450,Ahipara,NZ,53.55,broken clouds,-35.1667,173.1667,Ahipara Holiday Park
453,Casas Grandes,MX,75.43,clear sky,30.3667,-107.95,Pueblo del Soul B&B
454,Temple,US,75.38,scattered clouds,31.0982,-97.3428,La Quinta Inn by Wyndham Temple
455,Pierre,US,55.06,overcast clouds,44.3683,-100.351,Ramkota Hotel
456,Dunedin,NZ,49.8,light rain,-45.8742,170.5036,Scenic Hotel Southern Cross
457,Kautokeino,NO,44.11,broken clouds,69.0125,23.0412,Thon Hotel Kautokeino
458,Chota,PE,66.9,few clouds,-6.55,-78.65,Hotel lmata 2
459,Kavarna,BG,74.01,overcast clouds,43.4333,28.3333,Вила Алегра (Villa Allegra)
460,San Luis,AR,55.0,few clouds,-33.295,-66.3356,Huarpes Hotel
461,Kualakapuas,ID,77.16,few clouds,-3.0091,114.3876,Guest House Izonk
463,Pinawa,CA,56.23,overcast clouds,50.1489,-95.8811,Pinawa Motel
465,Pedasi,PA,77.81,overcast clouds,7.5333,-80.0333,Selina Pedasi
466,Olafsvik,IS,46.17,scattered clouds,64.8945,-23.7142,Hotel Olafsvik
469,Severnyy,RU,69.84,light rain,50.677,36.5532,Full House North Mini-Hotel
470,Pangnirtung,CA,33.8,broken clouds,66.1451,-65.7125,Kilabuk Lodge
474,Ankang,CN,69.49,scattered clouds,32.68,109.0172,安琪酒店
475,Gull Lake,CA,50.36,overcast clouds,50.1001,-108.4847,Campbell's Accommodations
477,Biloela,AU,54.46,overcast clouds,-24.4167,150.5,Silo Motor Inn
478,Lapua,FI,58.1,clear sky,62.9693,23.0088,Hotelli Lapuahovi
479,Ukiah,US,74.03,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
480,Madison,US,61.5,overcast clouds,34.7334,-86.5667,Embassy Suites by Hilton Huntsville Hotel & Spa
482,La Ronge,CA,46.65,overcast clouds,55.1001,-105.2842,Northland Motor Hotel
483,Tateyama,JP,71.62,few clouds,34.9833,139.8667,Tateyama Seaside Hotel
484,Storforshei,NO,50.67,broken clouds,66.4043,14.5233,Skogly overnatting (Stengt/closed)
487,Clonakilty,IE,62.1,few clouds,51.6231,-8.8706,Inchydoney Island Lodge & Spa
488,Lichtenburg,ZA,62.56,clear sky,-26.151999999999997,26.1597,Kennzy Guest House
489,Rio Gallegos,AR,33.85,few clouds,-51.6226,-69.2181,Hotel Santa Cruz
491,Bridlington,GB,69.82,clear sky,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
492,Loten,NO,76.6,broken clouds,60.8171,11.3376,Rømma farmhouse
494,Nueva Guinea,NI,77.88,overcast clouds,11.6876,-84.4562,Posadita La Reyna
495,Redwater,US,70.83,broken clouds,33.3582,-94.2544,Witterstaetter Properties
496,Pelotas,BR,66.22,clear sky,-31.7719,-52.3425,Hotéis Jacques Georges Tower
497,Northam,GB,67.62,broken clouds,51.0333,-4.2167,Durrant House Hotel
499,Toktogul,KG,71.51,scattered clouds,41.8708,72.9402,KAGAN
500,Poum,NC,72.28,broken clouds,-20.2333,164.0167,Gîte kajeon
501,Husavik,IS,57.11,scattered clouds,66.0449,-17.3389,Bjarnabúð
502,Naranjal,EC,75.52,broken clouds,-2.6667,-79.6167,Media Naranja
503,Tarko-Sale,RU,57.0,overcast clouds,64.9225,77.785,Yubileynaya
506,Amahai,ID,78.46,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
507,Kencong,ID,77.54,overcast clouds,-8.2833,113.3667,GUBUK SUGIANTO
511,Dingle,PH,78.85,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
515,Udachnyy,RU,55.02,clear sky,66.4167,112.4,Severnoye Siyaniye
517,Semey,KZ,64.62,clear sky,50.4111,80.2275,Grand Hotel Semey
518,Bowen,AU,66.42,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
520,Moss Vale,AU,47.16,broken clouds,-34.55,150.3833,Peppers Manor House
521,Guilin,CN,73.51,overcast clouds,25.2819,110.2864,Grand 0773 Hotel
523,Faya,SA,78.91,overcast clouds,18.3851,42.4509,مقبرة ال مجمل
528,Den Helder,NL,64.98,scattered clouds,52.9599,4.7593,Hotel Den Helder
529,Birin,NP,64.02,few clouds,26.8865,88.0718,Sangam hotel and lodge
530,Watsa,CD,78.71,overcast clouds,3.0372,29.5355,Hôtel Le Pacifique
531,Camacha,PT,68.76,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
533,Hvolsvollur,IS,49.8,overcast clouds,63.7533,-20.2243,Hotel Rangá
534,Sisimiut,GL,45.48,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
535,Nouadhibou,MR,69.78,clear sky,20.930999999999997,-17.0347,El Medina
536,Yei,SS,78.76,overcast clouds,4.095,30.6779,City Link Hotel
537,Honiara,SB,75.96,overcast clouds,-9.4333,159.95,Heritage Park Hotel
538,Laguna,US,68.45,clear sky,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
539,Svetlyy,RU,53.65,scattered clouds,54.675,20.1347,"Gostinitsa-Kafe, Alena"
540,Boz,FR,75.81,broken clouds,46.4071,4.9109,Le Jardin de la Reyssouze
541,Nome,US,42.87,clear sky,64.5011,-165.4064,Dredge 7 Inn
543,General Pico,AR,51.71,clear sky,-35.6566,-63.7568,Hotel Malargue
544,Astana,KZ,67.95,clear sky,51.1801,71.446,King Hotel Astana
546,Neiafu,TO,74.08,light rain,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
548,Winslow,US,70.97,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
550,Tupik,RU,42.82,clear sky,54.4253,119.9327,Guest House Orkhideya
551,Podgornoye,RU,77.22,light rain,51.735,39.1496,"O 'Hara's Irish Pub, restaurant, hotel"
552,Kuytun,RU,40.19,overcast clouds,54.3419,101.5036,Gostinitsa Tsentral'naya
553,Darovskoy,RU,62.06,broken clouds,58.77,47.9564,"Hotel ""Central"""
554,Bayan,CN,56.48,scattered clouds,46.0833,127.4,Wanhao Inn
555,Rocha,UY,54.72,broken clouds,-34.4833,-54.3333,Beleza Pura B&B
556,Waipawa,NZ,48.04,light rain,-41.4122,175.5153,Tora Coastal Walk
557,Morondava,MG,74.23,overcast clouds,-20.2833,44.2833,La Case Bambou
558,Strezhevoy,RU,55.38,overcast clouds,60.7333,77.5889,Sibiryachka
559,Verkhnevilyuysk,RU,55.18,scattered clouds,63.4453,120.3167,Gostinitsa Mila
561,Sosva,RU,70.18,broken clouds,59.1766,61.8558,Gostinitsa
563,Belyy Yar,RU,46.29,scattered clouds,53.6039,91.3903,Pasportnyy Stol
564,Koutsouras,GR,73.4,scattered clouds,35.0339,25.9469,The White Houses
565,Yantarnyy,RU,53.46,clear sky,54.8717,19.9381,Sshloss Hotel Yantarny
567,Zrece,SI,59.63,light rain,46.3822,15.3792,Hotel Atrij
569,Asau,RO,63.52,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
570,Nuuk,GL,38.01,broken clouds,64.1835,-51.7216,Vandrehuset
571,Padang,ID,78.91,overcast clouds,-0.9492,100.3543,Mercure Padang
572,Romilly-Sur-Seine,FR,71.98,overcast clouds,48.5108,3.7263,Nicey
573,Solnechnyy,RU,49.21,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
574,Kenitra,MA,74.16,overcast clouds,34.260999999999996,-6.5802,Bienvenue chez vous
575,Peremyshlyany,UA,53.92,overcast clouds,49.6652,24.5585,Imperial
577,Yakovlevo,RU,70.05,overcast clouds,50.8603,36.4478,Motel Elena
579,Casper,US,53.51,overcast clouds,42.8666,-106.3131,Ramkota Hotel
581,Ballinrobe,IE,59.97,few clouds,53.6333,-9.2333,Friarsquarter House
582,Parabel,RU,46.74,few clouds,58.6978,81.4825,Housing Complex Gazprom Transgaz Tomsk
586,Tazovskiy,RU,43.77,broken clouds,67.4667,78.7,TazHostel
590,Kruisfontein,ZA,61.88,light rain,-34.0033,24.7314,Oyster Bay House Rental
591,Kupino,RU,65.55,broken clouds,54.3663,77.2981,Hotel Sibiria Inn
593,San Jeronimo,PE,54.36,scattered clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
594,Roebourne,AU,71.37,overcast clouds,-20.7833,117.1333,Latitude20 Roebourne Village
595,Kyshtovka,RU,57.09,broken clouds,56.555,76.6271,Uyutnaya Mini-Hotel
596,North Bend,US,55.85,scattered clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
598,Bahia Blanca,AR,47.23,clear sky,-38.7196,-62.2724,Hotel Argos
599,Gol,NO,74.21,clear sky,60.7014,8.9457,Pers Cottages
601,Tura,IN,77.79,clear sky,25.5198,90.2201,Hotel RIKMAN Continental
602,Kem,RU,44.67,overcast clouds,64.9555,34.5793,"Mini-hotel ""Kem"""
603,Harnosand,SE,64.42,broken clouds,62.6323,17.9379,First Hotel Stadt
604,Los Llanos De Aridane,ES,69.55,few clouds,28.6585,-17.9182,Valle Aridane
605,Anchorage,US,46.92,light rain,61.2181,-149.9003,Hotel Captain Cook
606,Aranda De Duero,ES,78.69,scattered clouds,41.6704,-3.6892,Hotel Villa De Aranda
607,Naryan-Mar,RU,40.41,overcast clouds,67.6713,53.086999999999996,Hostel Agat
611,Mitsamiouli,KM,78.64,broken clouds,-11.3847,43.2844,Foyer ADM
612,Bontang,ID,79.92,scattered clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
614,Boddam,GB,67.42,few clouds,57.4667,-1.7833,Palace Hotel
616,Whitehorse,CA,44.02,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
619,Bintulu,MY,77.41,few clouds,3.1667,113.0333,900 Boutique INN
620,Brae,GB,48.11,clear sky,60.3964,-1.3530000000000002,Busta House Hotel
622,Saint-Pierre,RE,73.08,few clouds,-21.3393,55.4781,Lindsey Hôtel
623,Alyangula,AU,73.27,overcast clouds,-13.8483,136.4192,Groote Eylandt Lodge
625,Westerland,DE,58.01,scattered clouds,54.9079,8.3033,Dorint Strandhotel & Spa Westerland / Sylt
626,Fairbanks,US,41.09,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
629,Saint Anthony,US,59.14,clear sky,45.0205,-93.21799999999999,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
630,Khuzhir,RU,41.56,broken clouds,53.1939,107.3397,Отель на озере Байкал Baikal View
632,Joensuu,FI,52.27,clear sky,62.6012,29.7632,Original Sokos Hotel Kimmel
633,Xuchang,CN,77.88,light rain,34.0167,113.8167,Super 8 Hotel
635,Kaeo,NZ,47.32,scattered clouds,-35.1,173.7833,Bushido Lodge
641,Kusa,RU,72.81,scattered clouds,55.3383,59.4406,Private Guest House
642,Margate,GB,66.96,clear sky,51.3813,1.3862,Premier Inn Margate hotel
648,Binzhou,CN,61.68,light rain,37.3667,118.0167,Hampton By Hilton Binzhou
649,Rawson,AR,45.97,clear sky,-43.3002,-65.1023,Hosteria Sampedro
650,Mandalgovi,MN,47.91,clear sky,45.7625,106.2708,В.Ганбат
651,Priyutovo,RU,68.18,light rain,53.9,53.9333,Neftyanik
652,San Isidro,PE,65.79,overcast clouds,-12.1167,-77.05,Soul Mate-Inn
653,Santa Maria,BR,65.5,clear sky,-29.6842,-53.8069,Hotel Morotin
658,Chuy,UY,58.73,broken clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
659,Hanyang,CN,68.11,overcast clouds,32.1371,105.5126,Forestry Hostel
660,Engels,RU,72.68,broken clouds,51.5,46.1167,Rechnaya Dolina
662,Okha,RU,34.66,overcast clouds,53.5739,142.9478,Империя
664,Chunskiy,RU,35.67,scattered clouds,56.0815,99.6342,Odisseya
665,Smithers,CA,43.12,broken clouds,54.7804,-127.1743,"Prestige Hudson Bay Lodge, Premier Collection"
667,Moron,AR,53.8,clear sky,-34.6534,-58.6198,Hotel Morón
668,Hailar,CN,56.84,overcast clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
669,Vanimo,PG,79.03,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
670,Makakilo City,US,72.68,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
672,Stolin,BY,64.42,overcast clouds,51.8912,26.846,Stolinskiy Khlebozavod
675,San Quintin,MX,60.55,overcast clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
677,Bayir,TR,79.63,clear sky,37.2687,28.2167,Hotel Babadag
680,Alghero,IT,78.98,clear sky,40.5589,8.3181,Villa Las Tronas Hotel & Spa
681,Gazimurskiy Zavod,RU,46.42,overcast clouds,51.5461,118.3266,Gostinitsa Gazimur
682,Sept-Iles,CA,54.12,broken clouds,50.2001,-66.3821,Comfort Inn
683,Farafangana,MG,73.31,few clouds,-22.8167,47.8333,Miarina
685,Tianpeng,CN,73.63,overcast clouds,30.9866,103.9393,Shuangliu Love Home Business Hotel
689,Zadar,HR,74.01,clear sky,44.1197,15.2422,Hotel Kolovare
696,Genhe,CN,41.97,scattered clouds,50.7833,121.5167,Companionship Hotel
